asset,reg_date,locked,lock_date,traded,trade_date,completed,complete_date,divisible,tokens_issued,tokens_destroyed,token_supply
CLUBPEPE,2016-09-29,1,2016-09-29,1,2016-10-17,1,2016-10-17,0,5.0,0.0,5.0
SELLOUTPEPE,2016-09-30,1,2016-09-30,1,2016-10-17,1,2016-10-17,0,10.0,0.0,10.0
HORRORPEPE,2016-09-30,1,2016-09-30,1,2016-10-17,1,2016-10-17,0,20.0,0.0,20.0
PEPEALASSAD,2016-10-06,1,2016-10-06,1,2016-10-17,1,2016-10-17,0,3.0,0.0,3.0
PEPERMIND,2016-10-08,1,2016-10-08,1,2016-10-17,1,2016-10-17,0,100.0,0.0,100.0
GADGETPEPE,2016-10-11,1,2016-10-12,1,2016-10-17,1,2016-10-17,0,100.0,0.0,100.0
CHONGPEPE,2016-10-12,1,2016-10-16,1,2016-10-17,1,2016-10-17,0,100.0,0.0,100.0
CHEECHPEPE,2016-10-12,1,2016-10-16,1,2016-10-17,1,2016-10-17,0,100.0,0.0,100.0
EMPERORPEPE,2016-10-14,1,2016-10-14,1,2016-10-17,1,2016-10-17,0,100.0,0.0,100.0
BITCOINPEPE,2016-10-17,1,2016-10-17,1,2016-10-17,1,2016-10-17,0,100.0,0.0,100.0
BIGGIEPEPE,2016-09-18,1,2016-10-16,1,2016-10-18,1,2016-10-18,0,1997.0,0.0,1997.0
RICKANDPEPE,2016-09-29,1,2016-09-29,1,2016-10-18,1,2016-10-18,0,10.0,0.0,10.0
PEPEANON,2016-10-06,1,2016-10-09,1,2016-10-18,1,2016-10-18,0,1337.0,0.0,1337.0
PEPEDUCREUX,2016-10-15,1,2016-10-16,1,2016-10-18,1,2016-10-18,0,1000.0,0.0,1000.0
PEPEPEANUTS,2016-10-16,1,2016-10-16,1,2016-10-18,1,2016-10-18,0,100.0,0.0,100.0
PEPESSOU,2016-10-16,1,2016-10-16,1,2016-10-18,1,2016-10-18,0,1300.0,0.0,1300.0
PEPESMURF,2016-10-17,1,2016-10-17,1,2016-10-18,1,2016-10-18,0,100.0,0.0,100.0
CALLHOTPEPE,2016-10-17,1,2016-10-17,1,2016-10-18,1,2016-10-18,0,500.0,0.0,500.0
CONFUSEDPEPE,2016-10-17,1,2016-10-17,1,2016-10-18,1,2016-10-18,0,1000.0,0.0,1000.0
PEPEMINT,2016-10-17,1,2016-10-18,1,2016-10-18,1,2016-10-18,0,750.0,0.0,750.0
KOJIPEPE,2016-10-07,1,2016-10-09,1,2016-10-19,1,2016-10-19,0,100.0,0.0,100.0
CHYNAPEPE,2016-10-08,1,2016-10-09,1,2016-10-19,1,2016-10-19,0,130.0,0.0,130.0
RUNDMP,2016-10-18,1,2016-10-18,1,2016-10-19,1,2016-10-19,0,111.0,0.0,111.0
PEPETHESOG,2016-10-18,1,2016-10-19,1,2016-10-19,1,2016-10-19,0,111.0,0.0,111.0
SEVENBITPEPE,2016-10-18,1,2016-10-18,1,2016-10-19,1,2016-10-19,0,128.0,0.0,128.0
HELOPEPE,2016-10-18,1,2016-10-18,1,2016-10-19,1,2016-10-19,0,100.0,0.0,100.0
SENPAIPEPE,2016-10-18,1,2016-10-18,1,2016-10-19,1,2016-10-19,0,1000.0,0.0,1000.0
MONBOURARNO,2016-10-18,1,2016-10-19,1,2016-10-19,1,2016-10-19,0,333.0,0.0,333.0
PEPEGIGA,2016-10-19,1,2016-10-19,1,2016-10-19,1,2016-10-19,0,305.0,0.0,305.0
CNTRFLDPEPE,2016-10-19,1,2016-10-19,1,2016-10-19,1,2016-10-19,0,300.0,0.0,300.0
PEPEZOMBIE,2016-10-19,1,2016-10-19,1,2016-10-19,1,2016-10-19,0,152.0,0.0,152.0
CANNEDPEPE,2016-10-19,1,2016-10-19,1,2016-10-19,1,2016-10-19,0,150.0,0.0,150.0
RAREPEPEDAO,2016-10-13,1,2016-10-13,1,2016-10-20,1,2016-10-20,0,1000.0,0.0,1000.0
LITTLEBOPEPE,2016-10-16,1,2016-10-18,1,2016-10-20,1,2016-10-20,0,600.0,0.0,600.0
BURNINGPEPE,2016-10-17,1,2016-10-18,1,2016-10-20,1,2016-10-20,0,911.0,0.0,911.0
THEANCAPEPE,2016-10-17,1,2016-10-18,1,2016-10-20,1,2016-10-20,0,128.0,0.0,128.0
SNOTPEPE,2016-10-18,1,2016-10-18,1,2016-10-20,1,2016-10-20,0,999.0,0.0,999.0
PEPEKEN,2016-10-19,1,2016-10-19,1,2016-10-20,1,2016-10-20,0,100.0,0.0,100.0
DANPEPERIAN,2016-10-19,1,2016-10-19,1,2016-10-20,1,2016-10-20,0,100.0,0.0,100.0
RETROPEPE,2016-10-19,1,2016-10-19,1,2016-10-20,1,2016-10-20,0,542.0,0.0,542.0
FRYPEPE,2016-10-19,1,2016-10-20,1,2016-10-20,1,2016-10-20,0,500.0,0.0,500.0
BARDCARD,2016-10-19,1,2016-10-19,1,2016-10-20,1,2016-10-20,0,800.0,0.0,800.0
PEPETRADER,2016-10-19,1,2016-10-19,1,2016-10-20,1,2016-10-20,0,100.0,0.0,100.0
WANTEDPEPE,2016-10-19,1,2016-10-19,1,2016-10-20,1,2016-10-20,0,100.0,0.0,100.0
QUEPASAPEPE,2016-10-19,1,2016-10-20,1,2016-10-20,1,2016-10-20,0,1000.0,0.0,1000.0
REYPEPE,2016-10-20,1,2016-10-20,1,2016-10-20,1,2016-10-20,0,100.0,0.0,100.0
BEACHPEPE,2016-10-20,1,2016-10-20,1,2016-10-20,1,2016-10-20,0,244.0,0.0,244.0
PEPEASSANGE,2016-10-20,1,2016-10-20,1,2016-10-20,1,2016-10-20,0,100.0,0.0,100.0
ROLLINGPEPE,2016-10-20,1,2016-10-20,1,2016-10-20,1,2016-10-20,0,100.0,0.0,100.0
NASPEPE,2016-10-13,1,2016-10-13,1,2016-10-21,1,2016-10-21,0,2000.0,0.0,2000.0
PEPEME,2016-10-19,1,2016-10-20,1,2016-10-21,1,2016-10-21,0,1000.0,0.0,1000.0
PEPETARD,2016-10-19,1,2016-10-20,1,2016-10-21,1,2016-10-21,0,333.0,0.0,333.0
PEPETACO,2016-10-20,1,2016-10-20,1,2016-10-21,1,2016-10-21,0,197.0,0.0,197.0
DAPPERPEPE,2016-10-20,1,2016-10-20,1,2016-10-21,1,2016-10-21,0,100.0,0.0,100.0
PEPESQRPANTS,2016-10-21,1,2016-10-21,1,2016-10-21,1,2016-10-21,0,100.0,0.0,100.0
SLIMERPEPE,2016-10-19,1,2016-10-20,1,2016-10-22,1,2016-10-22,0,250.0,0.0,250.0
PEPESSANGE,2016-10-20,1,2016-10-20,1,2016-10-22,1,2016-10-22,0,100.0,0.0,100.0
LISKPPAPPEPE,2016-10-19,1,2016-10-19,1,2016-10-23,1,2016-10-23,0,100.0,0.0,100.0
BLOWPEPE,2016-10-20,1,2016-10-20,1,2016-10-23,1,2016-10-23,0,499.0,0.0,499.0
PEPEJOSE,2016-10-20,1,2016-10-20,1,2016-10-23,1,2016-10-23,0,100.0,0.0,100.0
PEPENORRIS,2016-10-22,1,2016-10-22,1,2016-10-23,1,2016-10-23,0,200.0,0.0,200.0
PEPEJAPAN,2016-10-22,1,2016-10-23,1,2016-10-23,1,2016-10-23,0,100.0,0.0,100.0
DATPEPE,2016-10-22,1,2016-10-22,1,2016-10-23,1,2016-10-23,0,100.0,0.0,100.0
THINPEPE,2016-10-21,1,2016-10-21,1,2016-10-24,1,2016-10-24,0,500.0,0.0,500.0
PEPECOWBELL,2016-10-23,1,2016-10-23,1,2016-10-24,1,2016-10-24,0,300.0,0.0,300.0
RARECHAVEZ,2016-09-27,1,2016-09-29,1,2016-10-25,1,2016-10-25,0,200.0,0.0,200.0
SONICPEPE,2016-09-28,1,2016-09-29,1,2016-10-25,1,2016-10-25,0,99.0,0.0,99.0
PEPEGREEN,2016-10-23,1,2016-10-23,1,2016-10-25,1,2016-10-25,0,300.0,0.0,300.0
QUEGUAYPEPE,2016-10-24,1,2016-10-24,1,2016-10-25,1,2016-10-25,0,1000.0,0.0,1000.0
PEPELEWINSKY,2016-10-15,1,2016-10-17,1,2016-10-26,1,2016-10-26,0,900.0,0.0,900.0
PEPEADDICT,2016-10-17,1,2016-10-25,1,2016-10-26,1,2016-10-26,0,1800.0,0.0,1800.0
SUCHSHARE,2016-10-18,1,2016-10-18,1,2016-10-26,1,2016-10-26,0,1000.0,0.0,1000.0
PEPEARTISTE,2016-10-19,1,2016-10-25,1,2016-10-26,1,2016-10-26,0,300.0,0.0,300.0
PEPECAMO,2016-10-25,1,2016-10-25,1,2016-10-26,1,2016-10-26,0,250.0,0.0,250.0
PEPERACCOON,2016-10-25,1,2016-10-25,1,2016-10-26,1,2016-10-26,0,200.0,0.0,200.0
PEPEZ,2016-10-19,1,2016-10-21,1,2016-10-27,1,2016-10-27,0,1927.0,0.0,1927.0
SECURITYPEPE,2016-10-19,1,2016-10-25,1,2016-10-27,1,2016-10-27,0,100.0,0.0,100.0
FIREASSPEPE,2016-10-21,1,2016-10-21,1,2016-10-27,1,2016-10-27,0,100.0,0.0,100.0
BITCOINISTCD,2016-10-25,1,2016-10-25,1,2016-10-27,1,2016-10-27,0,1200.0,0.0,1200.0
BREATHEDPEPE,2016-10-27,1,2016-10-27,1,2016-10-28,1,2016-10-28,0,250.0,0.0,250.0
PEPEMARLEY,2016-10-20,1,2016-10-24,1,2016-10-29,1,2016-10-29,0,242.0,0.0,242.0
PEEKABOOPEPE,2016-10-22,1,2016-10-23,1,2016-10-29,1,2016-10-29,0,109.0,0.0,109.0
WPPEPE,2016-10-27,1,2016-10-28,1,2016-10-29,1,2016-10-29,0,1337.0,0.0,1337.0
PEPETHEFIRST,2016-10-28,1,2016-10-28,1,2016-10-29,1,2016-10-29,0,100.0,0.0,100.0
PEPEDATA,2016-10-20,1,2016-10-22,1,2016-10-30,1,2016-10-30,0,750.0,0.0,750.0
PEPEHORROR,2016-10-29,1,2016-10-29,1,2016-10-30,1,2016-10-30,0,100.0,0.0,100.0
ULTRAPEPE,2016-10-27,1,2016-10-28,1,2016-10-31,1,2016-10-31,0,101.0,0.0,101.0
PEPEMANE,2016-10-28,1,2016-10-30,1,2016-10-31,1,2016-10-31,0,150.0,0.0,150.0
PEPETHUGLIFE,2016-10-28,1,2016-10-29,1,2016-10-31,1,2016-10-31,0,265.0,101.0,164.0
PEPECENT,2016-10-29,1,2016-10-30,1,2016-10-31,1,2016-10-31,0,100.0,0.0,100.0
PEPEVOORHEES,2016-10-29,1,2016-10-30,1,2016-10-31,1,2016-10-31,0,100.0,0.0,100.0
PEPETUITY,2016-10-27,1,2016-10-31,1,2016-11-01,1,2016-11-01,0,102.0,0.0,102.0
PARTYPEPE,2016-10-28,1,2016-10-28,1,2016-11-01,1,2016-11-01,0,950.0,0.0,950.0
PEPETODAMOON,2016-10-30,1,2016-10-31,1,2016-11-01,1,2016-11-01,0,200.0,0.0,200.0
PEPETHETROLL,2016-10-31,1,2016-10-31,1,2016-11-01,1,2016-11-01,0,777.0,0.0,777.0
SCARECROWCD,2016-10-31,1,2016-10-31,1,2016-11-01,1,2016-11-01,0,2000.0,0.0,2000.0
RPEPEGOJAIL,2016-10-21,1,2016-10-21,1,2016-11-02,1,2016-11-02,0,1000.0,0.0,1000.0
GAINSPEPE,2016-10-31,1,2016-10-31,1,2016-11-02,1,2016-11-02,0,100.0,0.0,100.0
JESUSPEPE,2016-10-01,1,2016-10-01,1,2016-11-03,1,2016-11-03,0,10.0,0.0,10.0
PEPERARE,2016-10-24,1,2016-10-24,1,2016-11-03,1,2016-11-03,0,100.0,0.0,100.0
FATPEPE,2016-11-01,1,2016-11-02,1,2016-11-03,1,2016-11-03,0,777.0,0.0,777.0
GOLEMCARD,2016-11-02,1,2016-11-02,1,2016-11-03,1,2016-11-03,0,800.0,0.0,800.0
PEPA,2016-10-30,1,2016-11-03,1,2016-11-04,1,2016-11-04,0,100.0,0.0,100.0
SHININGPEPE,2016-11-02,1,2016-11-02,1,2016-11-04,1,2016-11-04,0,100.0,0.0,100.0
PEPETIME,2016-11-03,1,2016-11-03,1,2016-11-04,1,2016-11-04,0,112.0,0.0,112.0
MAOPEPE,2016-10-29,1,2016-10-29,1,2016-11-05,1,2016-11-05,0,888.0,0.0,888.0
ILOVEPEPE,2016-11-02,1,2016-11-03,1,2016-11-06,1,2016-11-06,0,300.0,0.0,300.0
HANSEIPEPE,2016-11-04,1,2016-11-05,1,2016-11-06,1,2016-11-06,0,1000.0,457.0,543.0
BULLYPEPE,2016-11-05,1,2016-11-05,1,2016-11-06,1,2016-11-06,0,666.0,0.0,666.0
MOBBPEPE,2016-10-14,1,2016-10-14,1,2016-11-07,1,2016-11-07,0,500.0,0.0,500.0
SIXTYSIXPEPE,2016-10-30,1,2016-10-30,1,2016-11-07,1,2016-11-07,0,299.0,0.0,299.0
MAOISMPEPE,2016-11-04,1,2016-11-05,1,2016-11-07,1,2016-11-07,0,216.0,0.0,216.0
DRILLPEPE,2016-11-05,1,2016-11-05,1,2016-11-07,1,2016-11-07,0,599.0,0.0,599.0
ZZZZPEPE,2016-11-05,1,2016-11-05,1,2016-11-07,1,2016-11-07,0,109.0,0.0,109.0
FUNPEPE,2016-11-07,1,2016-11-07,1,2016-11-07,1,2016-11-07,0,386.0,0.0,386.0
BEETLEPEPE,2016-10-14,1,2016-10-15,1,2016-11-08,1,2016-11-08,0,100.0,0.0,100.0
ECCEPEPE,2016-10-18,1,2016-10-18,1,2016-11-08,1,2016-11-08,0,3000.0,0.0,3000.0
RPCAGENT,2016-11-07,1,2016-11-07,1,2016-11-08,1,2016-11-08,0,500.0,0.0,500.0
RELAXPEPE,2016-11-08,1,2016-11-08,1,2016-11-08,1,2016-11-08,0,100.0,0.0,100.0
PWAPWAPWAPWA,2016-11-08,1,2016-11-08,1,2016-11-08,1,2016-11-08,0,187.0,0.0,187.0
PEPESITO,2016-11-08,1,2016-11-08,1,2016-11-09,1,2016-11-09,0,127.0,0.0,127.0
MYRIADMPEPE,2016-11-08,1,2016-11-08,1,2016-11-10,1,2016-11-10,0,216.0,0.0,216.0
WATERSCARD,2016-11-08,1,2016-11-08,1,2016-11-10,1,2016-11-10,0,600.0,0.0,600.0
RELATEPEPE,2016-11-10,1,2016-11-10,1,2016-11-10,1,2016-11-10,0,100.0,0.0,100.0
UNCLEPEPE,2016-10-17,1,2016-10-17,1,2016-11-11,1,2016-11-11,0,500.0,0.0,500.0
GOSPELPEPE,2016-10-30,1,2016-11-09,1,2016-11-11,1,2016-11-11,0,100.0,0.0,100.0
BONDPEPE,2016-11-10,1,2016-11-10,1,2016-11-11,1,2016-11-11,0,100.0,0.0,100.0
MONTYPEPE,2016-11-10,1,2016-11-11,1,2016-11-12,1,2016-11-12,0,100.0,0.0,100.0
KEKET,2016-11-10,1,2016-11-12,1,2016-11-12,1,2016-11-12,0,100.0,0.0,100.0
MATADORPEPE,2016-11-12,1,2016-11-12,1,2016-11-13,1,2016-11-13,1,100.0,0.0,100.0
PICASSOPEPE,2016-10-01,1,2016-11-12,1,2016-11-14,1,2016-11-14,0,100.0,0.0,100.0
PEPEBURN,2016-10-17,1,2016-10-21,1,2016-11-14,1,2016-11-14,0,500.0,0.0,500.0
SAMURAIPEPE,2016-10-30,1,2016-11-13,1,2016-11-14,1,2016-11-14,0,200.0,0.0,200.0
PEPEMARAUDER,2016-11-13,1,2016-11-14,1,2016-11-14,1,2016-11-14,0,192.0,0.0,192.0
VANGOUGHPEPE,2016-10-01,1,2016-11-12,1,2016-11-15,1,2016-11-15,0,100.0,0.0,100.0
PEPETHEFROG,2016-10-18,1,2016-11-09,1,2016-11-15,1,2016-11-15,0,600.0,0.0,600.0
PROUDPEPEWIN,2016-11-14,1,2016-11-15,1,2016-11-15,1,2016-11-15,0,3000.0,0.0,3000.0
MATISSEPEPE,2016-10-01,1,2016-11-12,1,2016-11-16,1,2016-11-16,0,100.0,0.0,100.0
DALIPEPE,2016-10-01,1,2016-11-12,1,2016-11-16,1,2016-11-16,0,100.0,0.0,100.0
PEPENUMA,2016-10-22,1,2016-10-23,1,2016-11-16,1,2016-11-16,0,100.0,0.0,100.0
SGTPEPE,2016-11-03,1,2016-11-03,1,2016-11-17,1,2016-11-17,0,200.0,0.0,200.0
NEWYEARPEPE,2016-11-09,1,2016-11-16,1,2016-11-17,1,2016-11-17,0,777.0,0.0,777.0
HUNTERCARD,2016-11-15,1,2016-11-15,1,2016-11-17,1,2016-11-17,0,1200.0,0.0,1200.0
PEPEJIRAIYA,2016-11-15,1,2016-11-15,1,2016-11-17,1,2016-11-17,0,100.0,0.0,100.0
PEPERUS,2016-10-25,1,2016-10-25,1,2016-11-18,1,2016-11-18,0,600.0,0.0,600.0
PEPELENNON,2016-11-03,1,2016-11-03,1,2016-11-18,1,2016-11-18,0,200.0,0.0,200.0
PEPELAND,2016-11-10,1,2016-11-12,1,2016-11-18,1,2016-11-18,0,200.0,0.0,200.0
MIROPEPE,2016-11-12,1,2016-11-12,1,2016-11-18,1,2016-11-18,0,100.0,0.0,100.0
JOELOONEYBIN,2016-11-12,1,2016-11-12,1,2016-11-19,1,2016-11-19,0,100.0,0.0,100.0
MASTROPEPE,2016-11-16,1,2016-11-16,1,2016-11-19,1,2016-11-19,0,3000.0,0.0,3000.0
FRIENDSPEPE,2016-11-16,1,2016-11-16,1,2016-11-20,1,2016-11-20,0,999.0,0.0,999.0
LAUTRECPEPE,2016-10-01,1,2016-11-12,1,2016-11-21,1,2016-11-21,0,100.0,0.0,100.0
PEPERICH,2016-11-19,1,2016-11-19,1,2016-11-21,1,2016-11-21,0,150.0,0.0,150.0
EMERALDETHER,2016-11-21,1,2016-11-21,1,2016-11-22,1,2016-11-22,0,2000.0,0.0,2000.0
XMASANTAPEPE,2016-11-07,1,2016-11-13,1,2016-11-23,1,2016-11-23,0,109.0,0.0,109.0
PEPEHELP,2016-11-10,1,2016-11-12,1,2016-11-23,1,2016-11-23,0,200.0,0.0,200.0
PEPETANGCLAN,2016-11-24,1,2016-11-24,1,2016-11-24,1,2016-11-24,0,360.0,0.0,360.0
PEPERFUME,2016-10-18,1,2016-11-18,1,2016-11-25,1,2016-11-25,0,1883.0,0.0,1883.0
MAMAGRUN,2016-11-18,1,2016-11-25,1,2016-11-25,1,2016-11-25,0,400.0,0.0,400.0
TROYGRUN,2016-11-18,1,2016-11-25,1,2016-11-25,1,2016-11-25,0,400.0,0.0,400.0
KAYLAGRUN,2016-11-18,1,2016-11-25,1,2016-11-25,1,2016-11-25,0,400.0,0.0,400.0
GASTADGRUN,2016-11-18,1,2016-11-25,1,2016-11-25,1,2016-11-25,0,400.0,0.0,400.0
TINYGRUN,2016-11-18,1,2016-11-25,1,2016-11-25,1,2016-11-25,0,400.0,0.0,400.0
WOLONGPEPE,2016-10-06,1,2016-10-10,1,2016-11-26,1,2016-11-26,0,100.0,0.0,100.0
GRNDMSTRPEPE,2016-10-17,1,2016-10-17,1,2016-11-26,1,2016-11-26,0,100.0,0.0,100.0
LONGNOSEPEPE,2016-10-23,1,2016-10-23,1,2016-11-26,1,2016-11-26,0,199.0,0.0,199.0
TRUMPEPE,2016-11-11,1,2016-11-23,1,2016-11-26,1,2016-11-26,0,133.0,0.0,133.0
THEMONAPEPE,2016-10-12,1,2016-10-13,1,2016-11-27,1,2016-11-27,0,100.0,0.0,100.0
PEPENACCI,2016-11-26,1,2016-11-26,1,2016-11-27,1,2016-11-27,0,1618.0,0.0,1618.0
STEALPEPE,2016-11-26,1,2016-11-27,1,2016-11-27,1,2016-11-27,0,144.0,0.0,144.0
KUNISADAPEPE,2016-10-01,1,2016-11-12,1,2016-11-28,1,2016-11-28,0,100.0,0.0,100.0
THEGODPEPE,2016-10-21,1,2016-10-21,1,2016-11-28,1,2016-11-28,0,100.0,0.0,100.0
SURFINGPEPE,2016-11-23,1,2016-11-23,1,2016-11-28,1,2016-11-28,0,100.0,0.0,100.0
RUBBERPEPE,2016-11-26,1,2016-11-27,1,2016-11-28,1,2016-11-28,0,101.0,0.0,101.0
PEPEPOOR,2016-11-27,1,2016-11-27,1,2016-11-29,1,2016-11-29,0,100.0,0.0,100.0
PEPETUNADE,2016-11-27,1,2016-11-27,1,2016-11-29,1,2016-11-29,0,100.0,0.0,100.0
BITCOINMAGCD,2016-11-28,1,2016-11-28,1,2016-11-29,1,2016-11-29,0,600.0,0.0,600.0
FWCFCNEVERLC,2016-08-12,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWCFCSAFEGUC,2016-08-12,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWCFCTIGERCC,2016-08-12,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWCFCELFOFTC,2016-08-13,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWCFCANENCOC,2016-08-13,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWSDLLUNYASC,2016-08-13,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWSDLICEDRAC,2016-08-13,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWSDLMERICYC,2016-08-13,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
FWSDLTHEDRUC,2016-08-13,1,2016-09-04,1,2016-11-30,1,2016-11-30,0,1000.0,0.0,1000.0
MANDELPEPE,2016-11-28,1,2016-11-28,1,2016-11-30,1,2016-11-30,0,150.0,0.0,150.0
FWCFCESCAPEC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCPANDORC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCRETELLC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCCOMBATC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCDRAGONC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCINTROSC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCSPIRITC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCTINYREC,2016-08-12,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCSTARGAC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCSUMMONC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCALHAZRC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCCREATUC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWCFCFIREMAC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLLIGHTDC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLMAGICSC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLSUMMONC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLFAYLITC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLNIGHTMC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLFIREMAC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLANCKNOC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLMALEFIC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLMESSENC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLSERVANC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLFIETHSC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLSPIWINC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLTORRENC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLPOWERAC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
FWSDLTHEMONC,2016-08-13,1,2016-09-04,1,2016-12-01,1,2016-12-01,0,1000.0,0.0,1000.0
PPKING,2016-11-29,1,2016-11-30,1,2016-12-01,1,2016-12-01,0,666.0,0.0,666.0
FWCFCCHAPROC,2016-08-12,1,2016-09-04,1,2016-12-02,1,2016-12-02,0,1000.0,0.0,1000.0
FWSDLLIGHTMC,2016-08-13,1,2016-09-04,1,2016-12-02,1,2016-12-02,0,1000.0,0.0,1000.0
FWSDLGENTLEC,2016-08-13,1,2016-09-04,1,2016-12-02,1,2016-12-02,0,1000.0,0.0,1000.0
FWSDLONISTRC,2016-08-15,1,2016-09-04,1,2016-12-02,1,2016-12-02,0,1000.0,0.0,1000.0
DDDPEPE,2016-11-28,1,2016-11-28,1,2016-12-02,1,2016-12-02,0,333.0,0.0,333.0
PEPEOROCHI,2016-11-30,1,2016-12-01,1,2016-12-02,1,2016-12-02,0,100.0,0.0,100.0
FWCFCDREAMSC,2016-08-12,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCDEMONOC,2016-08-12,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCFAIRYTC,2016-08-12,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCCHAWATC,2016-08-12,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCHEAVENC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCMAGICSC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCONIGOVC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCRINKASC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWSDLTINKERC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWSDLLIGHTNC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWSDLGREATHC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWSDLWINDMAC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWSDLFAITHFC,2016-08-13,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
FWCFCZEROSFC,2016-08-15,1,2016-09-04,1,2016-12-03,1,2016-12-03,0,1000.0,0.0,1000.0
SLENDERPEPE,2016-10-16,1,2016-10-18,1,2016-12-03,1,2016-12-03,0,100.0,0.0,100.0
